Alloy Formula,Rm,Rmd,Vmm,Eea,Eead,XM,XMd,XP,XPd,Hf,Hfd,I1,I1d,I2,I2d,Tm,Tmd,Cp,Cpd,K,Kd,VEC,VECd,Hmix,Smix,Dmax
(Fe0.60Cr0.10Mo0.09C0.13B0.06Er0.02)98Be2,0.076334781,0.789187702,0.043788904,0.302806767,0.009155224,0.564262236,0.790612207,0.730948921,0.389243808,0.794937136,0.672155658,0.84027435,0.758174913,0.527281773,0.162246671,0.872026362,0.656691154,0.10434206,0.896042556,0.149017547,0.171363128,0.569333333,0.095234736,0.5027675,0.637219699,8
(Fe0.60Cr0.10Mo0.09C0.13B0.06Er0.02)98Ni2,0.079738952,0.787416238,0.045915594,0.319211749,0.008202568,0.559383185,0.786883486,0.736851791,0.377938101,0.798465661,0.668712723,0.827671054,0.756026886,0.527187937,0.162249453,0.874343448,0.652386679,0.120936051,0.884792881,0.141071259,0.148425109,0.590666667,0.077188663,0.497171721,0.637219699,8
Fe60Cr10Mo9C10B6Er2Ni3,0.098216099,0.709767956,0.054629122,0.310293755,0.008214843,0.531559756,0.71324356,0.720655357,0.345574318,0.707878988,0.665225981,0.790733205,0.696447011,0.505643653,0.154360152,0.838052222,0.613696524,0.159124002,0.807052099,0.136740859,0.146790579,0.605866667,0.068504005,0.581085276,0.635220725,8
Fe60Cr10Mo9C13B6Er2,0.077747801,0.799950206,0.045218902,0.31185307,0.008300088,0.558137743,0.796085079,0.737322285,0.383310509,0.807839351,0.668366887,0.831420422,0.761997838,0.526228151,0.164284629,0.881394148,0.652469437,0.11374003,0.893515601,0.140917567,0.150541344,0.581866667,0.072989641,0.48849241,0.579016992,8
(Fe0.60Cr0.10Mo0.09C0.13B0.06Er0.02)98Al2,0.085104848,0.801128211,0.050184636,0.312041871,0.008197218,0.547827538,0.807769269,0.731643376,0.387083984,0.793993072,0.673136726,0.815277563,0.78026359,0.528645833,0.162274724,0.863383078,0.680468222,0.117712746,0.883416349,0.151707507,0.188730887,0.572,0.086435728,0.490930276,0.637219699,8
Fe45Co3Cr15Mo14C15B6Y2,0.07538219,0.887053125,0.04821188,0.357988989,0.006729793,0.573160084,0.852054312,0.757721909,0.417958602,0.909299504,0.636455369,0.820705372,0.841198588,0.549500719,0.167155398,0.958347616,0.644955066,0.069642795,0.941440458,0.159794545,0.152268581,0.548533333,0.086843238,0.41106984,0.81128542,8
Fe48Cr15Mo14Er2C15B6,0.073622407,0.872171414,0.046053508,0.350479526,0.007041485,0.569179806,0.856753977,0.756767033,0.417412014,0.912590339,0.633599041,0.82008345,0.843335042,0.545858264,0.168683549,0.959278589,0.643413604,0.073133273,0.944978265,0.157424472,0.155127393,0.544533333,0.081994745,0.406728229,0.721473467,8
Ti40Zr25Be30Cr5,0.379824691,0.523946313,0.266081107,0.118196066,0.168291389,0.386087001,0.713816767,0.360059445,0.091837289,0.253452531,0.043138814,0.600717159,0.751176616,0.225283422,0.118539329,0.637403588,0.186968812,0.162793744,0.543769965,0.106507886,0.58763744,0.1552,0.121295331,0.504177955,0.54566367,8
La62.5Al12.5Ag5Cu15Co5,0.803146319,0.674806795,0.74908338,0.444429484,0.003134303,0.150159211,0.717432447,0.24004889,0.818690602,0.040728349,0.205699814,0.091574337,0.70650931,0.139992442,0.26871188,0.175828975,0.231459909,0.479811032,0.116034356,0.272058583,0.750680359,0.341866667,0.552207215,0.568267389,0.476640716,9
Ca50Mg25Cu25,0.843354482,0.780619356,0.819435003,0.216695262,0.026375286,0.260900827,0.70930192,0.186445622,0.912721207,0.081411838,0.087668375,0.366522138,0.533037547,0.19870026,0.206778899,0.114855816,0.22579312,0.406467899,0.040227779,0.688593478,0.197751107,0.2552,0.832078276,0.897583607,0.398126951,9
Mg65Cu15Ag10Y2Gd8,0.625862582,0.210276545,0.491628639,0.143135203,0.095664166,0.442966463,0.324497328,0.31439901,0.540752599,0.087056139,0.060805545,0.592527264,0.255019281,0.354319895,0.144883186,0.088785837,0.446219831,0.455343211,0.381812234,0.566425661,0.335104399,0.268533333,0.795104162,0.951642569,0.426469004,9
Mg58.5Cu30.5Y11,0.579163416,0.376884364,0.452087164,0.194543091,0.040270023,0.45875918,0.332133283,0.340571294,0.554337008,0.104890924,0.076909651,0.596449872,0.260712866,0.371232186,0.141208809,0.131588558,0.530172599,0.374503307,0.033782492,0.602103985,0.326819217,0.335866667,0.743425852,0.973859535,0.301203064,9
Mg62.5Cu26.5Gd11,0.59764114,0.336972635,0.469039453,0.152892059,0.074845398,0.443865235,0.355830136,0.31817511,0.541352947,0.094434572,0.074378116,0.592489799,0.274574152,0.34675691,0.13755114,0.103366447,0.44588617,0.4755255,0.447108617,0.563841118,0.333646557,0.287866667,0.77928041,0.983049559,0.277085279,9
Mg65Cu7.5Ni7.5Ag5Zn5Y10,0.618909996,0.245885623,0.486130063,0.099808526,0.446272225,0.457667814,0.351231632,0.304286004,0.496316615,0.095110817,0.120033006,0.626174768,0.350848844,0.318384564,0.118508412,0.101051223,0.637706441,0.393656552,0.032060661,0.426858526,0.331437967,0.2652,0.793761047,0.958822275,0.525105735,9
La55Al25Ni5Cu10Co5,0.751542839,0.715711688,0.687522531,0.416559825,0.002923548,0.123517025,0.646178364,0.259797462,0.746984066,0.058797811,0.217311066,0.071670945,0.647280404,0.178119195,0.245114784,0.164774543,0.350053839,0.463069664,0.126521314,0.241696565,0.66407434,0.281866667,0.529433146,0.431747393,0.530575901,9
Cu45Zr45Ag5Al5,0.457572492,0.324053238,0.326327649,0.521883375,0.003711695,0.418828001,0.512327032,0.471172293,0.485997646,0.242471922,0.058361707,0.456663431,0.370828071,0.452790881,0.18159054,0.493643558,0.504194561,0.371627756,0.017331961,0.633031258,0.468238048,0.681866667,0.320320371,0.600048146,0.380927572,9
Fe43Co5Cr15Mo14C15B6Y2,0.075670679,0.887221368,0.04841031,0.363028298,0.00652396,0.575471214,0.850064945,0.758589978,0.41696631,0.910899727,0.635037047,0.820540526,0.841290061,0.551471282,0.166572206,0.957754553,0.645936337,0.069142924,0.941194594,0.161234037,0.15107542,0.5512,0.089932963,0.410444783,0.849835688,9
Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,0.618873935,0.245703714,0.486078193,0.097704689,0.344721816,0.456383853,0.358820199,0.30385197,0.497767218,0.093980953,0.120073185,0.625547226,0.35359743,0.318098477,0.118796925,0.097361815,0.620091444,0.416280021,0.209025705,0.426258738,0.332744945,0.2652,0.793761047,0.958822275,0.570110564,9.5
Ce69.5Al10Cu20Co0.5,0.79384976,0.551844046,0.721429449,0.448582707,0.002883669,0.114914488,0.720153712,0.209275839,0.765593965,0.007548834,0.238899143,0.04181492,0.688844076,0.068691094,0.277782102,0.10678808,0.191049761,0.480896958,0.105338452,0.227203495,0.836792003,0.305866667,0.572450124,0.637124992,0.231490714,10
Ce69Al10Cu20Co1,0.789709942,0.560634505,0.717040749,0.448810416,0.002879228,0.117867598,0.72338996,0.212574502,0.768631178,0.0093449,0.241451587,0.046202096,0.695004523,0.07211269,0.277290614,0.109201712,0.20660181,0.479979092,0.105715805,0.228813837,0.832420725,0.309866667,0.570403859,0.635000644,0.24967629,10
Ce69Al10Cu20Nb1,0.792277494,0.548694104,0.719086225,0.450072719,0.002877544,0.115813261,0.716913978,0.210143908,0.760406231,0.012762949,0.271085608,0.041998499,0.682422435,0.069045842,0.276859661,0.115973672,0.342366409,0.479798104,0.106052833,0.227130794,0.836646023,0.304533333,0.569972336,0.664885114,0.24967629,10
Ce68Al10Cu20Co2,0.781430306,0.577709354,0.708263348,0.449265835,0.002870329,0.123773817,0.729482278,0.219171827,0.774175051,0.012937032,0.246029524,0.054976447,0.706641442,0.078955879,0.276261501,0.114028975,0.234590848,0.478143359,0.106432979,0.232034519,0.823757287,0.317866667,0.566148194,0.630980009,0.280412839,10
Ca62.5Mg17.5Zn20,0.968017815,0.527745556,0.96380768,0.020728987,0.014011988,0.241962406,0.926669051,0.083796448,0.670802071,0.034471411,0.004071601,0.41821476,0.90000582,0.074604503,0.152535738,0.024690129,0.30419437,0.436111108,0.007184815,0.456857036,0.069597602,0.221866667,0.928737667,0.814489069,0.30283977,10
Ca60Mg17.5Zn22.5,0.947066297,0.559795795,0.93717697,0.01299429,0.013091329,0.265073699,0.946195874,0.097902571,0.685572044,0.033452022,0.006016327,0.448945598,0.919007441,0.091423531,0.155933072,0.017406651,0.322276558,0.434949769,0.007082045,0.449223365,0.074697672,0.2552,0.908419819,0.796645388,0.32403055,10
La62Cu24Al10.5Mg3.5,0.800578767,0.687091496,0.74713183,0.438258557,0.004302017,0.164218581,0.739131079,0.230196305,0.806360427,0.036262121,0.18958177,0.107495177,0.721412425,0.139324717,0.267470888,0.16184398,0.150354904,0.474852398,0.122053312,0.309472659,0.715644042,0.339866667,0.584669082,0.623424424,0.360633597,10
La62Cu24Al9.8Mg4.2,0.80228518,0.683194587,0.748872237,0.435372785,0.00450409,0.166914899,0.739794903,0.22837336,0.806001648,0.035831868,0.189444345,0.111848635,0.72608947,0.136392902,0.266777719,0.161794163,0.150685193,0.475256001,0.121311681,0.307411568,0.717889028,0.338933333,0.587001164,0.634430322,0.36607104,10
La62Cu24Al10.8Mg3.2,0.799847447,0.688753765,0.746385963,0.439495317,0.004214716,0.163063017,0.738822606,0.230977567,0.806501622,0.036446514,0.189638917,0.10562941,0.719351129,0.140581208,0.26776185,0.161865331,0.150213221,0.474679425,0.122369661,0.310355984,0.714684516,0.340266667,0.583670127,0.618712679,0.357855924,10
Ca50Mg15Zn10Cu25,0.813640109,0.85407667,0.789847778,0.206794851,0.030233471,0.308407375,0.840497636,0.215959972,0.927017197,0.075948316,0.09847014,0.432011323,0.726805969,0.231039483,0.21114363,0.098962397,0.323944726,0.410958119,0.038049701,0.674053152,0.213104539,0.388533333,0.748478141,0.833388589,0.532783194,10
Ca50Mg20Zn5Cu25,0.828497295,0.818210876,0.804641391,0.211745056,0.0282219,0.284654101,0.781337518,0.201202797,0.921289877,0.078680077,0.093207074,0.399266731,0.642195861,0.214869872,0.209235448,0.106909107,0.277818363,0.408713009,0.039212685,0.681323315,0.205476573,0.321866667,0.795329382,0.864641426,0.498247519,10
Ca50Mg22.5Cu27.5,0.831706736,0.816928314,0.808697255,0.236941604,0.022535435,0.26667865,0.721813069,0.199249641,0.934608524,0.084839931,0.090457705,0.367271443,0.534346357,0.21321057,0.211991543,0.122348763,0.223671662,0.405543569,0.041622871,0.710858352,0.197414265,0.2852,0.810017519,0.890351109,0.396122801,10
La32Ce32Al16Ni5Cu15,0.78659426,0.633211995,0.721911437,0.439156525,0.003009499,0.11876637,0.690737889,0.226376801,0.768538338,0.031784844,0.238422857,0.050420678,0.658072908,0.112413128,0.26481913,0.139157086,0.275465027,0.479358562,0.112506868,0.220842103,0.778215096,0.2952,0.559299328,0.526375917,0.73192844,10
La32Ce32Al16Ni5Cu12Co3,0.785425879,0.639329763,0.721083747,0.43063227,0.002836816,0.115684865,0.675135878,0.22585596,0.766142115,0.034938422,0.247897346,0.05216281,0.66565133,0.101774141,0.25843098,0.147647138,0.323736545,0.480315212,0.110693705,0.188017318,0.795123764,0.2872,0.541988503,0.526071835,0.79200078,10
La63.1Al15.2(Cu0.5Ni0.5)21.7,0.799240178,0.706061998,0.747720305,0.439937717,0.00303719,0.131676596,0.690807045,0.229592997,0.798816118,0.051037734,0.244140704,0.065552876,0.660947292,0.115389629,0.252914492,0.185045882,0.304334394,0.490359601,0.107703701,0.174745453,0.793968182,0.305533333,0.544540841,0.500534804,0.413436986,10
La32Ce32Al16Ni5Cu7Co8,0.783478578,0.649450803,0.719704247,0.416425179,0.002427494,0.110549022,0.647906369,0.22498789,0.762117799,0.040194384,0.261720041,0.055066364,0.678008688,0.084042498,0.24659154,0.161797225,0.387543935,0.481909628,0.107602243,0.133309342,0.808842109,0.273866667,0.50890013,0.523537821,0.814872443,10
La32Ce32Al16Ni5Cu5Co10,0.782699658,0.653473363,0.719152487,0.410742343,0.002204409,0.108494684,0.636551825,0.224640663,0.760497256,0.042296768,0.266650697,0.056227785,0.682859342,0.076949841,0.241389607,0.16745726,0.408822798,0.482547394,0.106340366,0.111426152,0.804592795,0.268533333,0.493956117,0.521814692,0.808340732,10
Mg57Cu31.5Y9.2Nd2.3,0.570579424,0.372024027,0.442595985,0.222710753,0.032227294,0.464293051,0.318544005,0.343705023,0.565245151,0.103391468,0.081807176,0.588109742,0.303880296,0.371802643,0.147160545,0.129643998,0.504504899,0.376673006,0.044445551,0.608428663,0.329206054,0.348533333,0.732201759,0.967995405,0.358783588,10
Mg65Cu15Ag5Pd5Gd10,0.620785175,0.227923213,0.487139554,0.123086869,0.201674725,0.441939294,0.330797684,0.325770715,0.611453217,0.096697649,0.103637578,0.606280743,0.280167223,0.342647563,0.135779754,0.106285355,0.518627764,0.476156803,0.422301452,0.501023275,0.346735298,0.261866667,0.785148582,0.834444428,0.44189476,10
Zr70Al8Cu13.5Ni8.5,0.565467398,0.220851898,0.427279752,0.405607494,0.004189105,0.282792358,0.43622859,0.339355997,0.446957444,0.287930972,0.043986633,0.334897756,0.323150391,0.224799936,0.163223139,0.643626826,0.398772157,0.398849176,0.018640632,0.170392625,0.81670499,0.4052,0.371983407,0.466378915,0.311595261,10
(Zr0.62Cu0.23Fe0.05Al0.10)97Ag3,0.531582195,0.254748251,0.394572924,0.416360971,0.004724598,0.309808176,0.47592741,0.380959946,0.467181509,0.26081908,0.059381159,0.36842376,0.380417154,0.301471174,0.179828876,0.577182214,0.488310918,0.38385029,0.015311271,0.338220991,0.670695909,0.471026667,0.385040421,0.575932353,0.461384761,10
Cu46Zr42Al7Y5,0.47369903,0.407226316,0.347148509,0.501175476,0.003987006,0.392121617,0.546525771,0.45016502,0.501800843,0.237259481,0.060358178,0.430441531,0.405066145,0.422251715,0.183738751,0.491308266,0.500002733,0.373920268,0.033379531,0.587516403,0.490810606,0.6352,0.356920079,0.588695764,0.412346665,10
Zr57Ti5Al10Cu20Ni8,0.522468105,0.262449027,0.385848666,0.420797003,0.004713376,0.305711057,0.488718745,0.38297647,0.456240247,0.272939763,0.05379487,0.358384695,0.359520008,0.287993591,0.171457253,0.587548995,0.461080423,0.390097126,0.024356297,0.273976088,0.709699737,0.4592,0.389023169,0.448733732,0.54592853,10
Ti2Zr46Cu36Al8Ag8,0.481459385,0.276539459,0.346444749,0.495507094,0.004156423,0.384931436,0.528224921,0.453203262,0.480638638,0.241340384,0.0646346,0.424600705,0.383245543,0.429086895,0.185037441,0.49568287,0.531814617,0.375221656,0.017741418,0.576887425,0.502092899,0.621866667,0.355868937,0.583847351,0.532287833,10
Zr48Cu37Al7Ag8,0.483305715,0.288217007,0.34887122,0.503020319,0.003950161,0.391864825,0.521978826,0.452074772,0.491187045,0.243067821,0.064011868,0.429666001,0.379635096,0.429791812,0.186115126,0.501188018,0.525505105,0.375945607,0.017772378,0.58290712,0.500590785,0.632533333,0.349040083,0.580173031,0.453080366,10
Cu44Zr44Ag6Al6,0.457514794,0.315514734,0.325789315,0.522217613,0.003716477,0.417030456,0.517066079,0.473863307,0.481631118,0.239840594,0.060591145,0.453673707,0.376850875,0.460329833,0.180421568,0.484557822,0.516590367,0.371412295,0.01770922,0.64183906,0.460412506,0.680533333,0.322800274,0.596213339,0.414414592,10
Zr48Cu40Al7Ag5,0.476079064,0.306216028,0.34292905,0.502010477,0.003933419,0.392635201,0.523835894,0.45129351,0.489172494,0.244825388,0.061153953,0.431351936,0.382530488,0.425943375,0.184171059,0.503729365,0.519231337,0.373592766,0.018064159,0.579853652,0.500006694,0.632533333,0.349040083,0.575434425,0.410160202,10
Zr48Cu42Al7Ag3,0.471261297,0.317660987,0.338967569,0.501337249,0.003922041,0.393148785,0.525065807,0.450772668,0.487819501,0.2459971,0.059194241,0.432475892,0.384432362,0.423377752,0.182843967,0.505423597,0.515017304,0.372024206,0.01814288,0.577818006,0.499600325,0.632533333,0.349040083,0.57210642,0.372740476,10
Fe2Zr48Cu34Al8Ag8,0.484459672,0.287413976,0.349929835,0.488322167,0.004194676,0.381336346,0.5197829,0.448342075,0.486076171,0.242813393,0.064886038,0.424473323,0.388024442,0.419112773,0.184676249,0.504515106,0.528201003,0.376876401,0.017523273,0.553622904,0.51574553,0.613866667,0.35377506,0.586313791,0.527568181,10
Nb2Zr46Cu36Al8Ag8,0.480507371,0.277110777,0.345563409,0.50383334,0.003894091,0.388783319,0.521646863,0.454244945,0.479729192,0.248671949,0.086414619,0.424083685,0.383765875,0.430693556,0.184125757,0.506840743,0.56016076,0.374428757,0.018009009,0.579199337,0.498633483,0.624533333,0.351838294,0.598308123,0.532287833,10
(Cu0.50Zr0.43Al0.07)99.5Si0.5,0.438607726,0.345731559,0.30980141,0.521570209,0.003682728,0.418881927,0.526966424,0.475883304,0.47237403,0.24733665,0.106935844,0.456523611,0.390162426,0.45845929,0.174590699,0.481497811,0.512722853,0.363539414,0.033320912,0.642088954,0.451316233,0.676913333,0.326453631,0.567098376,0.304416693,10
(Zr0.55Al0.20Co0.20Cu0.05)99Ag1,0.517402958,0.259519032,0.380611324,0.367881163,0.00272797,0.264624313,0.438098658,0.382676986,0.421698401,0.266611351,0.065303924,0.335267163,0.43923118,0.279138241,0.144891941,0.559965566,0.541187397,0.379236137,0.016494758,0.194133887,0.628591807,0.383,0.338939615,0.222232656,0.500111117,10
Cu49Hf42Al9,0.425204019,0.278349134,0.293701119,0.463142252,0.005975775,0.403934056,0.549915926,0.463706898,0.504622871,0.339181623,0.170647357,0.475725729,0.356414042,0.54523574,0.115048512,0.579719588,0.725478705,0.37789338,0.041828163,0.645808569,0.444205292,0.6672,0.335230332,0.690267486,0.310800804,10
Hf48Cu29.25Ni9.75Al13,0.455553068,0.269894486,0.321303332,0.412001428,0.006776752,0.347022495,0.549930258,0.423233176,0.511113214,0.372697587,0.157868573,0.426254794,0.371438949,0.480351599,0.109349618,0.64043473,0.701047354,0.397433594,0.048195261,0.429542125,0.564000673,0.555533333,0.377242564,0.622533296,0.529660552,10
Hf47Cu29.25Ni9.75Al14,0.453447098,0.267211125,0.319188441,0.41326274,0.006717974,0.345610138,0.553873918,0.42592419,0.506477383,0.368255128,0.160103325,0.423111463,0.378676293,0.484662352,0.108586229,0.629589387,0.713266215,0.396114969,0.048862454,0.437321199,0.554384355,0.5542,0.379754761,0.614874239,0.539730586,10
Fe39Co9Cr15Mo14C15B6Y2,0.076247657,0.887553966,0.04880717,0.373106918,0.006119888,0.580093472,0.846000315,0.760326116,0.414962714,0.914100173,0.632207537,0.820210832,0.841472762,0.555412411,0.165391359,0.956568425,0.647895843,0.068143182,0.940699157,0.164113022,0.148614783,0.556533333,0.095790328,0.40939739,0.906857469,10
Co48Cr15Mo14C15B6Er2,0.080546144,0.876196348,0.050815727,0.471422956,0.002232452,0.624646911,0.802236805,0.777600692,0.391952227,0.950995687,0.600299966,0.816127124,0.845501866,0.593151802,0.153547062,0.945045059,0.666728312,0.06113637,0.938977266,0.191972286,0.120628636,0.608533333,0.135400537,0.409566325,0.721473467,10
Ti36.49Zr22.25Be25.81Al4.45Cu11,0.378659339,0.469734171,0.26177006,0.181453163,0.032839423,0.398958708,0.710449968,0.395852539,0.218113587,0.238469022,0.049279255,0.587697025,0.727077293,0.296416757,0.146829108,0.561448563,0.329017263,0.191392593,0.505305465,0.252632926,0.625078754,0.249773333,0.465522737,0.510373619,0.712966636,10
Ti37.31Zr22.75Be26.39Al4.55Cu9,0.382146884,0.474471388,0.265121655,0.169375848,0.037744682,0.393116686,0.715435936,0.388902778,0.200752828,0.239531597,0.049542891,0.585708821,0.735943212,0.284904909,0.144040742,0.567920626,0.322853018,0.188209053,0.511174126,0.229623151,0.630976134,0.229426667,0.438084825,0.499329542,0.697314472,10
Ti38.13Zr23.25Be26.97Al4.65Cu7,0.385634428,0.478980363,0.268473251,0.157298534,0.044789674,0.387274665,0.720163351,0.381953017,0.180988872,0.240594171,0.049780326,0.583720617,0.744718097,0.273393061,0.140845091,0.574392689,0.316329152,0.185025513,0.516965337,0.206613376,0.633883553,0.20908,0.400380984,0.488397384,0.6777252,10
Ti37.72Zr23Be31.28Fe8,0.359449863,0.538556315,0.249086406,0.099207868,0.22147261,0.410533614,0.70520857,0.378969463,0.156214825,0.24424288,0.042672556,0.647512404,0.732822874,0.239758759,0.117257782,0.616048604,0.177763943,0.160415255,0.556755662,0.118640625,0.563036957,0.18112,0.256602829,0.463099479,0.583523426,10
Co40Fe22Nb6Zr2B30,0.020396176,0.926090208,0.014454014,0.327899459,0.004326501,0.511273175,0.093134625,0.695741774,0.108047721,0.641255485,0.346363972,0.748360054,0.205842324,0.672800583,0.186899098,0.728762988,0.274600842,0.015495568,0.97400982,0.071247596,0.233870023,0.573866667,0.225488725,0.495190653,0.612729249,10
Ni68.8Cr8.7Nb3.0P16.5B3,0.12289778,0.171376607,0.051631517,0.608995613,0.001141241,0.67668584,0.476182834,0.730334328,0.119833261,0.286463487,0.322672161,0.788952484,0.673455364,0.597463928,0.056828531,0.429439581,0.83490454,0.378667318,0.309662623,0.084309444,0.246171552,0.817466667,0.083723628,0.54397042,0.348269272,10
Ti40Zr10Cu32Pd14Sn4,0.415828125,0.120323478,0.278030132,0.400302359,0.007350379,0.403677264,0.515297426,0.569177296,0.422200659,0.249474069,0.060658536,0.527008107,0.35738646,0.394234688,0.168180629,0.509371884,0.428984038,0.390155731,0.039655351,0.371672537,0.656666227,0.632533333,0.315707803,0.435083844,0.658780883,10
Ti40Zr10Cu34Pd14Sn2,0.405961799,0.109998832,0.268810053,0.40153001,0.007362954,0.406245185,0.519729234,0.568135613,0.420766784,0.253505425,0.048029862,0.529870449,0.358811624,0.406733237,0.168680634,0.521132338,0.369627364,0.385550024,0.031718939,0.395983962,0.638789899,0.6512,0.307373875,0.447753913,0.620093275,10
Ti41Zr25Be28Ag6,0.403350973,0.480989284,0.284433187,0.145521202,0.058379882,0.394047558,0.70688535,0.374643007,0.185904583,0.244865561,0.048853437,0.60000532,0.7254728,0.251175398,0.145925964,0.605196641,0.240576436,0.186515206,0.531534762,0.169300283,0.698275777,0.2032,0.370825474,0.547898141,0.556300596,10
Ti41Zr25Be28Fe6,0.385695443,0.507646272,0.270298126,0.11133508,0.398506006,0.382491911,0.697017692,0.369434592,0.145689196,0.249887181,0.040399247,0.607355994,0.725864642,0.216288862,0.115946957,0.629038631,0.170283174,0.185222436,0.530513416,0.093225299,0.603814927,0.1792,0.209471382,0.496204258,0.556300596,10
Zr60Cu20Fe10Al10,0.521617062,0.291458814,0.386635673,0.38710511,0.004975858,0.298135689,0.446857081,0.376986793,0.451867005,0.263462293,0.055045591,0.37214192,0.395145739,0.274902272,0.167151435,0.594203722,0.460435011,0.384253807,0.013989239,0.275248367,0.705746286,0.448533333,0.363888776,0.542188163,0.437484686,10
Zr60Cu27.5Fe2.5Al10,0.525619848,0.269892629,0.389448986,0.427313157,0.004522854,0.314506189,0.492746841,0.381544156,0.467680527,0.261579186,0.057294587,0.367168413,0.38093615,0.308889351,0.180041575,0.570754602,0.495458665,0.379987667,0.017520728,0.362708426,0.649183328,0.478533333,0.394240379,0.541713036,0.353525165,10
Ti40Zr25Ni5Cu10Be20,0.401245003,0.432553319,0.279822359,0.216036885,0.022431573,0.382235119,0.659248209,0.39955659,0.265149429,0.257252223,0.039343064,0.557294982,0.650230744,0.257553984,0.144327465,0.607862117,0.228245142,0.243436716,0.453069386,0.179027761,0.723874065,0.301866667,0.440837899,0.538175975,0.698488865,10
La61.4Al15.9(Cu0.5Ni0.5)22.7,0.785826879,0.723355547,0.732358762,0.44273191,0.00307765,0.13873838,0.699625775,0.23967996,0.800015023,0.055146424,0.243503813,0.074515678,0.668021991,0.130417641,0.252753724,0.18620466,0.312935606,0.487005295,0.109664685,0.18887865,0.772315996,0.315533333,0.544586467,0.487419635,0.435007804,10.5
La62.0Al15.6(Cu0.5Ni0.5)22.4,0.790431164,0.717924265,0.737676096,0.441945867,0.003064233,0.136562067,0.697165212,0.236255428,0.800130945,0.053775522,0.243890934,0.071688928,0.66614076,0.125137113,0.252872643,0.186018196,0.309927274,0.488237304,0.108918905,0.183907494,0.780154823,0.312533333,0.544640969,0.492339043,0.427648487,11
Mg65Cu7.5Ni7.5Ag5Zn5Gd10,0.618765752,0.245157507,0.485922632,0.091393176,0.203776218,0.452531971,0.380833203,0.302549866,0.502095903,0.090591359,0.120007343,0.623664599,0.3617288,0.317240218,0.119659161,0.086293591,0.560758459,0.484150428,0.417298315,0.424459373,0.336662038,0.2652,0.793761047,0.958822275,0.525105735,11
La32Ce32Al16Ni5Cu10Co5,0.784646959,0.643389357,0.720531937,0.424949434,0.002694204,0.113630527,0.664434837,0.225508732,0.764537001,0.037040806,0.253700628,0.053324232,0.670634536,0.094681485,0.253883801,0.153307173,0.351347274,0.480952978,0.109467749,0.166134127,0.803524248,0.281866667,0.529433146,0.525362311,0.808340732,12
Mg61Cu28Gd11,0.590652493,0.352268821,0.462596784,0.165039864,0.059854623,0.44733193,0.359788177,0.325857522,0.549541597,0.096491428,0.075471489,0.592939382,0.274835627,0.355463096,0.139540201,0.107862215,0.444126942,0.474970902,0.447537948,0.577200042,0.333107358,0.305866667,0.766340196,0.979508275,0.286906916,12
La62Cu12Ni12Al14,0.786507713,0.733704586,0.734521405,0.447994622,0.00307254,0.146114735,0.713309307,0.240352714,0.811937722,0.05616983,0.24762007,0.081861481,0.681464057,0.125846608,0.253495011,0.192743153,0.309417543,0.489692101,0.10667447,0.184422222,0.788884354,0.328533333,0.543722269,0.506002445,0.430764396,12
Mg57Cu31.5Y8Nd3.5,0.567775311,0.362177858,0.438913792,0.23226861,0.030516634,0.466912331,0.30667753,0.342871677,0.568370284,0.1016801,0.084247111,0.584998631,0.321532289,0.369880141,0.149187676,0.125489794,0.48921833,0.377624484,0.048753348,0.608398129,0.32925765,0.348533333,0.732201759,0.967995405,0.369285075,12
(Cu0.50Zr0.50)92Al7Gd1,0.462202741,0.351110677,0.332366949,0.502834389,0.003929343,0.396743876,0.533084181,0.45381091,0.488174694,0.244172578,0.058321186,0.436439711,0.392084121,0.426256926,0.180698514,0.498907757,0.509011772,0.378936214,0.127996017,0.588076206,0.489943664,0.640533333,0.347029898,0.573196046,0.323605613,12
Zr48Cu43Al7Ag2,0.468852414,0.323223219,0.336986829,0.501000635,0.003916286,0.393405578,0.525678341,0.450512248,0.487139997,0.246582955,0.058197121,0.43303787,0.385374911,0.422094939,0.182170887,0.506270713,0.512900654,0.371239926,0.018147513,0.576800183,0.499391962,0.632533333,0.349040083,0.570391737,0.350011869,12
Cu42Zr42Ag8Al8,0.457399398,0.298139789,0.324712596,0.522886089,0.00372593,0.413435365,0.526381103,0.479245335,0.472656862,0.234577936,0.064671158,0.44769426,0.388500795,0.475407738,0.177875643,0.466386349,0.539895662,0.370981372,0.018452377,0.659454665,0.444962816,0.677866667,0.327750932,0.590368213,0.472633811,12
Cu43Zr43Al7Be7,0.425449235,0.418282125,0.301662525,0.460040651,0.006017237,0.431410816,0.569440752,0.454678979,0.459345457,0.239318345,0.058813103,0.496473962,0.528629462,0.442804172,0.171144866,0.49117131,0.498624239,0.317461569,0.256078241,0.592376507,0.46600554,0.5952,0.395484522,0.531080736,0.444857575,12
(Cu0.50Zr0.43Al0.07)99Si1,0.436620541,0.350514458,0.30821697,0.522944866,0.003677412,0.420733398,0.528360462,0.477035231,0.471728339,0.253363046,0.142149925,0.458429391,0.391720689,0.45802948,0.174144133,0.481593728,0.511105494,0.361371956,0.046445785,0.640655805,0.451161675,0.674626667,0.327622648,0.552852354,0.320458574,12
